Time (CET),Day-ahead Total Load Forecast [MW] - Belgium (BE),Actual Total Load [MW] - Belgium (BE)
22.08.2018 04:00 - 22.08.2018 04:15,8101,8288
22.08.2018 04:15 - 22.08.2018 04:30,8097,8352
22.08.2018 04:30 - 22.08.2018 04:45,8149,8357
22.08.2018 04:45 - 22.08.2018 05:00,8173,8426
22.08.2018 05:00 - 22.08.2018 05:15,8338,8494
22.08.2018 05:15 - 22.08.2018 05:30,8395,8470
22.08.2018 05:30 - 22.08.2018 05:45,8487,8653
22.08.2018 05:45 - 22.08.2018 06:00,8587,8801
22.08.2018 06:00 - 22.08.2018 06:15,9036,9179
22.08.2018 06:15 - 22.08.2018 06:30,9159,9417
22.08.2018 06:30 - 22.08.2018 06:45,9292,9353
22.08.2018 06:45 - 22.08.2018 07:00,9408,9538
22.08.2018 07:00 - 22.08.2018 07:15,9714,9850
22.08.2018 07:15 - 22.08.2018 07:30,9903,10049
22.08.2018 07:30 - 22.08.2018 07:45,10080,10146
22.08.2018 07:45 - 22.08.2018 08:00,10208,10309
22.08.2018 08:00 - 22.08.2018 08:15,10504,10431
22.08.2018 08:15 - 22.08.2018 08:30,10617,10685
22.08.2018 08:30 - 22.08.2018 08:45,10745,10750
22.08.2018 08:45 - 22.08.2018 09:00,10827,10839
22.08.2018 09:00 - 22.08.2018 09:15,10901,10942
22.08.2018 09:15 - 22.08.2018 09:30,10971,11021
22.08.2018 09:30 - 22.08.2018 09:45,11099,11097
22.08.2018 09:45 - 22.08.2018 10:00,11115,11202
22.08.2018 10:00 - 22.08.2018 10:15,11163,11147
22.08.2018 10:15 - 22.08.2018 10:30,11184,11147
22.08.2018 10:30 - 22.08.2018 10:45,11222,11223
22.08.2018 10:45 - 22.08.2018 11:00,11280,11280
22.08.2018 11:00 - 22.08.2018 11:15,11301,11340
22.08.2018 11:15 - 22.08.2018 11:30,11328,11474
22.08.2018 11:30 - 22.08.2018 11:45,11422,11567
22.08.2018 11:45 - 22.08.2018 12:00,11426,11601
22.08.2018 12:00 - 22.08.2018 12:15,11318,11414
22.08.2018 12:15 - 22.08.2018 12:30,11212,11299
22.08.2018 12:30 - 22.08.2018 12:45,11211,11283
22.08.2018 12:45 - 22.08.2018 13:00,11207,11236
22.08.2018 13:00 - 22.08.2018 13:15,11241,11206
22.08.2018 13:15 - 22.08.2018 13:30,11235,11129
22.08.2018 13:30 - 22.08.2018 13:45,11207,11109
22.08.2018 13:45 - 22.08.2018 14:00,11163,11165
22.08.2018 14:00 - 22.08.2018 14:15,11121,11150
22.08.2018 14:15 - 22.08.2018 14:30,11123,11074
22.08.2018 14:30 - 22.08.2018 14:45,11119,11079
22.08.2018 14:45 - 22.08.2018 15:00,11067,11060
22.08.2018 15:00 - 22.08.2018 15:15,11089,11012
22.08.2018 15:15 - 22.08.2018 15:30,11075,11000
22.08.2018 15:30 - 22.08.2018 15:45,11049,10914
22.08.2018 15:45 - 22.08.2018 16:00,10992,10947
22.08.2018 16:00 - 22.08.2018 16:15,10945,10941
22.08.2018 16:15 - 22.08.2018 16:30,10944,10864
22.08.2018 16:30 - 22.08.2018 16:45,10904,10862
22.08.2018 16:45 - 22.08.2018 17:00,10951,10829
22.08.2018 17:00 - 22.08.2018 17:15,10934,10880
22.08.2018 17:15 - 22.08.2018 17:30,10948,10908
22.08.2018 17:30 - 22.08.2018 17:45,10954,10815
22.08.2018 17:45 - 22.08.2018 18:00,10957,10774
22.08.2018 18:00 - 22.08.2018 18:15,10840,10741
22.08.2018 18:15 - 22.08.2018 18:30,10759,10676
22.08.2018 18:30 - 22.08.2018 18:45,10742,10637
22.08.2018 18:45 - 22.08.2018 19:00,10678,10683
22.08.2018 19:00 - 22.08.2018 19:15,10593,10548
22.08.2018 19:15 - 22.08.2018 19:30,10488,10494
22.08.2018 19:30 - 22.08.2018 19:45,10428,10449
22.08.2018 19:45 - 22.08.2018 20:00,10384,10296
22.08.2018 20:00 - 22.08.2018 20:15,10430,10340
22.08.2018 20:15 - 22.08.2018 20:30,10311,10252
22.08.2018 20:30 - 22.08.2018 20:45,10257,10154
22.08.2018 20:45 - 22.08.2018 21:00,10138,10092
22.08.2018 21:00 - 22.08.2018 21:15,10160,10285
22.08.2018 21:15 - 22.08.2018 21:30,10228,10448
22.08.2018 21:30 - 22.08.2018 21:45,10221,10244
22.08.2018 21:45 - 22.08.2018 22:00,10210,10210
22.08.2018 22:00 - 22.08.2018 22:15,10152,10179
22.08.2018 22:15 - 22.08.2018 22:30,10180,10181
22.08.2018 22:30 - 22.08.2018 22:45,10115,10023
22.08.2018 22:45 - 22.08.2018 23:00,10042,9863
22.08.2018 23:00 - 22.08.2018 23:15,9974,9796
22.08.2018 23:15 - 22.08.2018 23:30,9807,9582
22.08.2018 23:30 - 22.08.2018 23:45,9596,9463
22.08.2018 23:45 - 23.08.2018 00:00,9433,9267
23.08.2018 00:00 - 23.08.2018 00:15,8997,9099
23.08.2018 00:15 - 23.08.2018 00:30,8918,9018
23.08.2018 00:30 - 23.08.2018 00:45,8840,9007
23.08.2018 00:45 - 23.08.2018 01:00,8737,8911
23.08.2018 01:00 - 23.08.2018 01:15,8684,8873
23.08.2018 01:15 - 23.08.2018 01:30,8605,8741
23.08.2018 01:30 - 23.08.2018 01:45,8520,8606
23.08.2018 01:45 - 23.08.2018 02:00,8446,8615
23.08.2018 02:00 - 23.08.2018 02:15,8401,8558
23.08.2018 02:15 - 23.08.2018 02:30,8340,8555
23.08.2018 02:30 - 23.08.2018 02:45,8317,8405
23.08.2018 02:45 - 23.08.2018 03:00,8319,8412
23.08.2018 03:00 - 23.08.2018 03:15,8251,8371
23.08.2018 03:15 - 23.08.2018 03:30,8215,8395
23.08.2018 03:30 - 23.08.2018 03:45,8225,8339
23.08.2018 03:45 - 23.08.2018 04:00,8241,8391
23.08.2018 04:00 - 23.08.2018 04:15,8274,8356
23.08.2018 04:15 - 23.08.2018 04:30,8280,8232
23.08.2018 04:30 - 23.08.2018 04:45,8327,8344
23.08.2018 04:45 - 23.08.2018 05:00,8354,8449
23.08.2018 05:00 - 23.08.2018 05:15,8460,8587
23.08.2018 05:15 - 23.08.2018 05:30,8525,8600
23.08.2018 05:30 - 23.08.2018 05:45,8609,8724
23.08.2018 05:45 - 23.08.2018 06:00,8717,8963
23.08.2018 06:00 - 23.08.2018 06:15,9121,9198
23.08.2018 06:15 - 23.08.2018 06:30,9251,9370
23.08.2018 06:30 - 23.08.2018 06:45,9392,9450
23.08.2018 06:45 - 23.08.2018 07:00,9513,9452
23.08.2018 07:00 - 23.08.2018 07:15,9831,9677
23.08.2018 07:15 - 23.08.2018 07:30,10022,9864
23.08.2018 07:30 - 23.08.2018 07:45,10204,10002
23.08.2018 07:45 - 23.08.2018 08:00,10339,10157
23.08.2018 08:00 - 23.08.2018 08:15,10575,10406
23.08.2018 08:15 - 23.08.2018 08:30,10685,10495
23.08.2018 08:30 - 23.08.2018 08:45,10812,10580
23.08.2018 08:45 - 23.08.2018 09:00,10894,10599
23.08.2018 09:00 - 23.08.2018 09:15,10932,10692
23.08.2018 09:15 - 23.08.2018 09:30,11011,10767
23.08.2018 09:30 - 23.08.2018 09:45,11135,10877
23.08.2018 09:45 - 23.08.2018 10:00,11151,10898
23.08.2018 10:00 - 23.08.2018 10:15,11226,11030
23.08.2018 10:15 - 23.08.2018 10:30,11248,10979
23.08.2018 10:30 - 23.08.2018 10:45,11290,10981
23.08.2018 10:45 - 23.08.2018 11:00,11340,11038
23.08.2018 11:00 - 23.08.2018 11:15,11358,10988
23.08.2018 11:15 - 23.08.2018 11:30,11398,11079
23.08.2018 11:30 - 23.08.2018 11:45,11489,11134
23.08.2018 11:45 - 23.08.2018 12:00,11499,11158
23.08.2018 12:00 - 23.08.2018 12:15,11356,11154
23.08.2018 12:15 - 23.08.2018 12:30,11246,11217
23.08.2018 12:30 - 23.08.2018 12:45,11245,11248
23.08.2018 12:45 - 23.08.2018 13:00,11244,11284
23.08.2018 13:00 - 23.08.2018 13:15,11294,11232
23.08.2018 13:15 - 23.08.2018 13:30,11287,11075
23.08.2018 13:30 - 23.08.2018 13:45,11250,10973
23.08.2018 13:45 - 23.08.2018 14:00,11206,11008
23.08.2018 14:00 - 23.08.2018 14:15,11211,10926
23.08.2018 14:15 - 23.08.2018 14:30,11203,10952
23.08.2018 14:30 - 23.08.2018 14:45,11195,10976
23.08.2018 14:45 - 23.08.2018 15:00,11148,10860
23.08.2018 15:00 - 23.08.2018 15:15,11143,10805
23.08.2018 15:15 - 23.08.2018 15:30,11136,10855
23.08.2018 15:30 - 23.08.2018 15:45,11115,10928
23.08.2018 15:45 - 23.08.2018 16:00,11058,10845
23.08.2018 16:00 - 23.08.2018 16:15,10984,10781
23.08.2018 16:15 - 23.08.2018 16:30,10984,10867
23.08.2018 16:30 - 23.08.2018 16:45,10937,10835
23.08.2018 16:45 - 23.08.2018 17:00,10982,10693
23.08.2018 17:00 - 23.08.2018 17:15,11010,10719
23.08.2018 17:15 - 23.08.2018 17:30,11029,10899
23.08.2018 17:30 - 23.08.2018 17:45,11045,10791
23.08.2018 17:45 - 23.08.2018 18:00,11050,10853
23.08.2018 18:00 - 23.08.2018 18:15,10939,10878
23.08.2018 18:15 - 23.08.2018 18:30,10872,10804
23.08.2018 18:30 - 23.08.2018 18:45,10846,10711
23.08.2018 18:45 - 23.08.2018 19:00,10786,10541
23.08.2018 19:00 - 23.08.2018 19:15,10644,10487
23.08.2018 19:15 - 23.08.2018 19:30,10526,10425
23.08.2018 19:30 - 23.08.2018 19:45,10463,10367
23.08.2018 19:45 - 23.08.2018 20:00,10421,10322
23.08.2018 20:00 - 23.08.2018 20:15,10324,10267
23.08.2018 20:15 - 23.08.2018 20:30,10205,10212
23.08.2018 20:30 - 23.08.2018 20:45,10148,10187
23.08.2018 20:45 - 23.08.2018 21:00,10043,10241
23.08.2018 21:00 - 23.08.2018 21:15,10020,10307
23.08.2018 21:15 - 23.08.2018 21:30,10098,10188
23.08.2018 21:30 - 23.08.2018 21:45,10084,10247
23.08.2018 21:45 - 23.08.2018 22:00,10053,10052
23.08.2018 22:00 - 23.08.2018 22:15,10076,9954
23.08.2018 22:15 - 23.08.2018 22:30,10103,9887
23.08.2018 22:30 - 23.08.2018 22:45,10051,9847
23.08.2018 22:45 - 23.08.2018 23:00,9968,9748
23.08.2018 23:00 - 23.08.2018 23:15,9925,9660
23.08.2018 23:15 - 23.08.2018 23:30,9766,9464
23.08.2018 23:30 - 23.08.2018 23:45,9559,9339
23.08.2018 23:45 - 24.08.2018 00:00,9389,9230
24.08.2018 00:00 - 24.08.2018 00:15,9037,9061
24.08.2018 00:15 - 24.08.2018 00:30,8961,8793
24.08.2018 00:30 - 24.08.2018 00:45,8892,8742
24.08.2018 00:45 - 24.08.2018 01:00,8794,8533
24.08.2018 01:00 - 24.08.2018 01:15,8680,8262
24.08.2018 01:15 - 24.08.2018 01:30,8592,8452
24.08.2018 01:30 - 24.08.2018 01:45,8502,8500
24.08.2018 01:45 - 24.08.2018 02:00,8436,8361
24.08.2018 02:00 - 24.08.2018 02:15,8327,8297
24.08.2018 02:15 - 24.08.2018 02:30,8271,8231
24.08.2018 02:30 - 24.08.2018 02:45,8241,8222
24.08.2018 02:45 - 24.08.2018 03:00,8229,8198
24.08.2018 03:00 - 24.08.2018 03:15,8232,8181
24.08.2018 03:15 - 24.08.2018 03:30,8208,8205
24.08.2018 03:30 - 24.08.2018 03:45,8214,8098
24.08.2018 03:45 - 24.08.2018 04:00,8227,8133
24.08.2018 04:00 - 24.08.2018 04:15,8233,8239
24.08.2018 04:15 - 24.08.2018 04:30,8249,8164
24.08.2018 04:30 - 24.08.2018 04:45,8294,8163
24.08.2018 04:45 - 24.08.2018 05:00,8324,8357
24.08.2018 05:00 - 24.08.2018 05:15,8383,8456
24.08.2018 05:15 - 24.08.2018 05:30,8437,8448
24.08.2018 05:30 - 24.08.2018 05:45,8529,8530
24.08.2018 05:45 - 24.08.2018 06:00,8642,8693
24.08.2018 06:00 - 24.08.2018 06:15,9081,8993
24.08.2018 06:15 - 24.08.2018 06:30,9225,9206
24.08.2018 06:30 - 24.08.2018 06:45,9344,9325
24.08.2018 06:45 - 24.08.2018 07:00,9472,9441
24.08.2018 07:00 - 24.08.2018 07:15,9762,9589
24.08.2018 07:15 - 24.08.2018 07:30,9945,9728
24.08.2018 07:30 - 24.08.2018 07:45,10112,9989
24.08.2018 07:45 - 24.08.2018 08:00,10251,10145
24.08.2018 08:00 - 24.08.2018 08:15,10503,10348
24.08.2018 08:15 - 24.08.2018 08:30,10631,10416
24.08.2018 08:30 - 24.08.2018 08:45,10752,10540
24.08.2018 08:45 - 24.08.2018 09:00,10832,10643
24.08.2018 09:00 - 24.08.2018 09:15,10918,10792
24.08.2018 09:15 - 24.08.2018 09:30,10997,10821
24.08.2018 09:30 - 24.08.2018 09:45,11113,10885
24.08.2018 09:45 - 24.08.2018 10:00,11139,10834
24.08.2018 10:00 - 24.08.2018 10:15,11153,10910
24.08.2018 10:15 - 24.08.2018 10:30,11176,10871
24.08.2018 10:30 - 24.08.2018 10:45,11223,10770
24.08.2018 10:45 - 24.08.2018 11:00,11277,10894
24.08.2018 11:00 - 24.08.2018 11:15,11271,10888
24.08.2018 11:15 - 24.08.2018 11:30,11322,10936
24.08.2018 11:30 - 24.08.2018 11:45,11409,10950
24.08.2018 11:45 - 24.08.2018 12:00,11419,10960
24.08.2018 12:00 - 24.08.2018 12:15,11244,10757
24.08.2018 12:15 - 24.08.2018 12:30,11134,10695
24.08.2018 12:30 - 24.08.2018 12:45,11130,10624
24.08.2018 12:45 - 24.08.2018 13:00,11128,10793
24.08.2018 13:00 - 24.08.2018 13:15,11118,10702
24.08.2018 13:15 - 24.08.2018 13:30,11103,10627
24.08.2018 13:30 - 24.08.2018 13:45,11068,10599
24.08.2018 13:45 - 24.08.2018 14:00,11034,10594
24.08.2018 14:00 - 24.08.2018 14:15,10982,10318
24.08.2018 14:15 - 24.08.2018 14:30,10965,10425
24.08.2018 14:30 - 24.08.2018 14:45,10958,10430
24.08.2018 14:45 - 24.08.2018 15:00,10916,10387
24.08.2018 15:00 - 24.08.2018 15:15,10889,10393
24.08.2018 15:15 - 24.08.2018 15:30,10880,10446
24.08.2018 15:30 - 24.08.2018 15:45,10852,10396
24.08.2018 15:45 - 24.08.2018 16:00,10808,10313
24.08.2018 16:00 - 24.08.2018 16:15,10746,10400
24.08.2018 16:15 - 24.08.2018 16:30,10741,10211
24.08.2018 16:30 - 24.08.2018 16:45,10703,10214
24.08.2018 16:45 - 24.08.2018 17:00,10744,10300
24.08.2018 17:00 - 24.08.2018 17:15,10657,10161
24.08.2018 17:15 - 24.08.2018 17:30,10679,10134
24.08.2018 17:30 - 24.08.2018 17:45,10683,10009
24.08.2018 17:45 - 24.08.2018 18:00,10681,9993
24.08.2018 18:00 - 24.08.2018 18:15,10512,10118
24.08.2018 18:15 - 24.08.2018 18:30,10448,10021
24.08.2018 18:30 - 24.08.2018 18:45,10421,10048
24.08.2018 18:45 - 24.08.2018 19:00,10372,10027
24.08.2018 19:00 - 24.08.2018 19:15,10204,9823
24.08.2018 19:15 - 24.08.2018 19:30,10093,9735
24.08.2018 19:30 - 24.08.2018 19:45,10033,9697
24.08.2018 19:45 - 24.08.2018 20:00,9977,9744
24.08.2018 20:00 - 24.08.2018 20:15,9920,9582
24.08.2018 20:15 - 24.08.2018 20:30,9811,9572
24.08.2018 20:30 - 24.08.2018 20:45,9750,9534
24.08.2018 20:45 - 24.08.2018 21:00,9655,9550
24.08.2018 21:00 - 24.08.2018 21:15,9634,9590
24.08.2018 21:15 - 24.08.2018 21:30,9719,9621
24.08.2018 21:30 - 24.08.2018 21:45,9681,9475
24.08.2018 21:45 - 24.08.2018 22:00,9651,9336
24.08.2018 22:00 - 24.08.2018 22:15,9722,9366
24.08.2018 22:15 - 24.08.2018 22:30,9745,9411
24.08.2018 22:30 - 24.08.2018 22:45,9684,9176
24.08.2018 22:45 - 24.08.2018 23:00,9598,9120
24.08.2018 23:00 - 24.08.2018 23:15,9619,8971
24.08.2018 23:15 - 24.08.2018 23:30,9457,8966
24.08.2018 23:30 - 24.08.2018 23:45,9262,8869
24.08.2018 23:45 - 25.08.2018 00:00,9085,8862
25.08.2018 00:00 - 25.08.2018 00:15,8620,8572
25.08.2018 00:15 - 25.08.2018 00:30,8527,8559
25.08.2018 00:30 - 25.08.2018 00:45,8453,8514
25.08.2018 00:45 - 25.08.2018 01:00,8337,8490
25.08.2018 01:00 - 25.08.2018 01:15,8227,8312
25.08.2018 01:15 - 25.08.2018 01:30,8186,8365
25.08.2018 01:30 - 25.08.2018 01:45,8126,8439
25.08.2018 01:45 - 25.08.2018 02:00,8060,7956
25.08.2018 02:00 - 25.08.2018 02:15,7903,7932
25.08.2018 02:15 - 25.08.2018 02:30,7827,7770
25.08.2018 02:30 - 25.08.2018 02:45,7826,7699
25.08.2018 02:45 - 25.08.2018 03:00,7772,7692
25.08.2018 03:00 - 25.08.2018 03:15,7717,7654
25.08.2018 03:15 - 25.08.2018 03:30,7654,7745
25.08.2018 03:30 - 25.08.2018 03:45,7646,7749
25.08.2018 03:45 - 25.08.2018 04:00,7652,7580
25.08.2018 04:00 - 25.08.2018 04:15,7599,7624
25.08.2018 04:15 - 25.08.2018 04:30,7602,7511
25.08.2018 04:30 - 25.08.2018 04:45,7537,7562
25.08.2018 04:45 - 25.08.2018 05:00,7528,7588
25.08.2018 05:00 - 25.08.2018 05:15,7579,7594
25.08.2018 05:15 - 25.08.2018 05:30,7585,7607
25.08.2018 05:30 - 25.08.2018 05:45,7589,7576
25.08.2018 05:45 - 25.08.2018 06:00,7574,7597
25.08.2018 06:00 - 25.08.2018 06:15,7770,7839
25.08.2018 06:15 - 25.08.2018 06:30,7739,7780
25.08.2018 06:30 - 25.08.2018 06:45,7741,7768
25.08.2018 06:45 - 25.08.2018 07:00,7770,7866
25.08.2018 07:00 - 25.08.2018 07:15,7937,7890
25.08.2018 07:15 - 25.08.2018 07:30,8023,7999
25.08.2018 07:30 - 25.08.2018 07:45,8113,7984
25.08.2018 07:45 - 25.08.2018 08:00,8168,8235
25.08.2018 08:00 - 25.08.2018 08:15,8437,8381
25.08.2018 08:15 - 25.08.2018 08:30,8567,8609
25.08.2018 08:30 - 25.08.2018 08:45,8626,8712
25.08.2018 08:45 - 25.08.2018 09:00,8798,8954
25.08.2018 09:00 - 25.08.2018 09:15,9011,9104
25.08.2018 09:15 - 25.08.2018 09:30,9087,9096
25.08.2018 09:30 - 25.08.2018 09:45,9132,8994
25.08.2018 09:45 - 25.08.2018 10:00,9222,9243
25.08.2018 10:00 - 25.08.2018 10:15,9340,9264
25.08.2018 10:15 - 25.08.2018 10:30,9299,9306
25.08.2018 10:30 - 25.08.2018 10:45,9293,9301
25.08.2018 10:45 - 25.08.2018 11:00,9341,9407
25.08.2018 11:00 - 25.08.2018 11:15,9383,9258
25.08.2018 11:15 - 25.08.2018 11:30,9397,9243
25.08.2018 11:30 - 25.08.2018 11:45,9498,9358
25.08.2018 11:45 - 25.08.2018 12:00,9552,9348
25.08.2018 12:00 - 25.08.2018 12:15,9538,9501
25.08.2018 12:15 - 25.08.2018 12:30,9422,9392
25.08.2018 12:30 - 25.08.2018 12:45,9426,9162
25.08.2018 12:45 - 25.08.2018 13:00,9424,9318
25.08.2018 13:00 - 25.08.2018 13:15,9345,9278
25.08.2018 13:15 - 25.08.2018 13:30,9303,9278
25.08.2018 13:30 - 25.08.2018 13:45,9270,9124
25.08.2018 13:45 - 25.08.2018 14:00,9212,9131
25.08.2018 14:00 - 25.08.2018 14:15,9078,9143
25.08.2018 14:15 - 25.08.2018 14:30,9058,8999
25.08.2018 14:30 - 25.08.2018 14:45,9031,8891
25.08.2018 14:45 - 25.08.2018 15:00,9004,8761
25.08.2018 15:00 - 25.08.2018 15:15,9022,8851
25.08.2018 15:15 - 25.08.2018 15:30,8990,8829
25.08.2018 15:30 - 25.08.2018 15:45,8947,8738
25.08.2018 15:45 - 25.08.2018 16:00,8924,8875
25.08.2018 16:00 - 25.08.2018 16:15,8900,8845
25.08.2018 16:15 - 25.08.2018 16:30,8961,8843
25.08.2018 16:30 - 25.08.2018 16:45,8964,8643
25.08.2018 16:45 - 25.08.2018 17:00,8965,8867
25.08.2018 17:00 - 25.08.2018 17:15,8927,8843
25.08.2018 17:15 - 25.08.2018 17:30,8943,9014
25.08.2018 17:30 - 25.08.2018 17:45,8979,8958
25.08.2018 17:45 - 25.08.2018 18:00,9021,9023
25.08.2018 18:00 - 25.08.2018 18:15,8993,9030
25.08.2018 18:15 - 25.08.2018 18:30,8973,9053
25.08.2018 18:30 - 25.08.2018 18:45,8929,9039
25.08.2018 18:45 - 25.08.2018 19:00,8952,8999
25.08.2018 19:00 - 25.08.2018 19:15,8931,8957
25.08.2018 19:15 - 25.08.2018 19:30,8865,8891
25.08.2018 19:30 - 25.08.2018 19:45,8819,8952
25.08.2018 19:45 - 25.08.2018 20:00,8782,8934
25.08.2018 20:00 - 25.08.2018 20:15,8830,8884
25.08.2018 20:15 - 25.08.2018 20:30,8765,8921
25.08.2018 20:30 - 25.08.2018 20:45,8745,8898
25.08.2018 20:45 - 25.08.2018 21:00,8728,9006
25.08.2018 21:00 - 25.08.2018 21:15,8800,8880
25.08.2018 21:15 - 25.08.2018 21:30,8825,8928
25.08.2018 21:30 - 25.08.2018 21:45,8916,8974
25.08.2018 21:45 - 25.08.2018 22:00,8922,8854
25.08.2018 22:00 - 25.08.2018 22:15,8733,8715
25.08.2018 22:15 - 25.08.2018 22:30,8734,8690
25.08.2018 22:30 - 25.08.2018 22:45,8644,8646
25.08.2018 22:45 - 25.08.2018 23:00,8575,8589
25.08.2018 23:00 - 25.08.2018 23:15,8559,8498
25.08.2018 23:15 - 25.08.2018 23:30,8446,8437
25.08.2018 23:30 - 25.08.2018 23:45,8290,8301
25.08.2018 23:45 - 26.08.2018 00:00,8179,8194
26.08.2018 00:00 - 26.08.2018 00:15,7954,8139
26.08.2018 00:15 - 26.08.2018 00:30,7810,7965
26.08.2018 00:30 - 26.08.2018 00:45,7797,7879
26.08.2018 00:45 - 26.08.2018 01:00,7703,7871
26.08.2018 01:00 - 26.08.2018 01:15,7650,7811
26.08.2018 01:15 - 26.08.2018 01:30,7554,7821
26.08.2018 01:30 - 26.08.2018 01:45,7484,7704
26.08.2018 01:45 - 26.08.2018 02:00,7407,7618
26.08.2018 02:00 - 26.08.2018 02:15,7241,7620
26.08.2018 02:15 - 26.08.2018 02:30,7205,7432
26.08.2018 02:30 - 26.08.2018 02:45,7156,7412
26.08.2018 02:45 - 26.08.2018 03:00,7087,7365
26.08.2018 03:00 - 26.08.2018 03:15,7189,7344
26.08.2018 03:15 - 26.08.2018 03:30,7143,7433
26.08.2018 03:30 - 26.08.2018 03:45,7095,7255
26.08.2018 03:45 - 26.08.2018 04:00,7065,7343
26.08.2018 04:00 - 26.08.2018 04:15,7131,7352
26.08.2018 04:15 - 26.08.2018 04:30,7130,7266
26.08.2018 04:30 - 26.08.2018 04:45,7145,7274
26.08.2018 04:45 - 26.08.2018 05:00,7086,7244
26.08.2018 05:00 - 26.08.2018 05:15,7178,7219
26.08.2018 05:15 - 26.08.2018 05:30,7197,7308
26.08.2018 05:30 - 26.08.2018 05:45,7185,7206
26.08.2018 05:45 - 26.08.2018 06:00,7179,7280
26.08.2018 06:00 - 26.08.2018 06:15,7235,7408
26.08.2018 06:15 - 26.08.2018 06:30,7245,7420
26.08.2018 06:30 - 26.08.2018 06:45,7246,7312
26.08.2018 06:45 - 26.08.2018 07:00,7315,7380
26.08.2018 07:00 - 26.08.2018 07:15,7310,7341
26.08.2018 07:15 - 26.08.2018 07:30,7356,7437
26.08.2018 07:30 - 26.08.2018 07:45,7480,7575
26.08.2018 07:45 - 26.08.2018 08:00,7583,7617
26.08.2018 08:00 - 26.08.2018 08:15,7681,7759
26.08.2018 08:15 - 26.08.2018 08:30,7823,7914
26.08.2018 08:30 - 26.08.2018 08:45,7930,8072
26.08.2018 08:45 - 26.08.2018 09:00,8005,8129
26.08.2018 09:00 - 26.08.2018 09:15,8211,8325
26.08.2018 09:15 - 26.08.2018 09:30,8288,8457
26.08.2018 09:30 - 26.08.2018 09:45,8333,8562
26.08.2018 09:45 - 26.08.2018 10:00,8398,8465
26.08.2018 10:00 - 26.08.2018 10:15,8533,8504
26.08.2018 10:15 - 26.08.2018 10:30,8613,8633
26.08.2018 10:30 - 26.08.2018 10:45,8615,8719
26.08.2018 10:45 - 26.08.2018 11:00,8645,8722
26.08.2018 11:00 - 26.08.2018 11:15,8706,8609
26.08.2018 11:15 - 26.08.2018 11:30,8732,8818
26.08.2018 11:30 - 26.08.2018 11:45,8838,8743
26.08.2018 11:45 - 26.08.2018 12:00,8895,8776
26.08.2018 12:00 - 26.08.2018 12:15,8825,8747
26.08.2018 12:15 - 26.08.2018 12:30,8830,8712
26.08.2018 12:30 - 26.08.2018 12:45,8817,8760
26.08.2018 12:45 - 26.08.2018 13:00,8733,8713
26.08.2018 13:00 - 26.08.2018 13:15,8637,8568
26.08.2018 13:15 - 26.08.2018 13:30,8571,8682
26.08.2018 13:30 - 26.08.2018 13:45,8521,8625
26.08.2018 13:45 - 26.08.2018 14:00,8573,8590
26.08.2018 14:00 - 26.08.2018 14:15,8407,8568
26.08.2018 14:15 - 26.08.2018 14:30,8306,8560
26.08.2018 14:30 - 26.08.2018 14:45,8344,8392
26.08.2018 14:45 - 26.08.2018 15:00,8292,8265
26.08.2018 15:00 - 26.08.2018 15:15,8229,8256
26.08.2018 15:15 - 26.08.2018 15:30,8251,8388
26.08.2018 15:30 - 26.08.2018 15:45,8221,8313
26.08.2018 15:45 - 26.08.2018 16:00,8218,8425
26.08.2018 16:00 - 26.08.2018 16:15,8079,8495
26.08.2018 16:15 - 26.08.2018 16:30,8102,8532
26.08.2018 16:30 - 26.08.2018 16:45,8209,8534
26.08.2018 16:45 - 26.08.2018 17:00,8247,8542
26.08.2018 17:00 - 26.08.2018 17:15,8313,8627
26.08.2018 17:15 - 26.08.2018 17:30,8310,8666
26.08.2018 17:30 - 26.08.2018 17:45,8374,8689
26.08.2018 17:45 - 26.08.2018 18:00,8454,8660
26.08.2018 18:00 - 26.08.2018 18:15,8495,8849
26.08.2018 18:15 - 26.08.2018 18:30,8548,8864
26.08.2018 18:30 - 26.08.2018 18:45,8591,8805
26.08.2018 18:45 - 26.08.2018 19:00,8638,8797
26.08.2018 19:00 - 26.08.2018 19:15,8722,8852
26.08.2018 19:15 - 26.08.2018 19:30,8717,8832
26.08.2018 19:30 - 26.08.2018 19:45,8700,8830
26.08.2018 19:45 - 26.08.2018 20:00,8699,8811
26.08.2018 20:00 - 26.08.2018 20:15,8761,8728
26.08.2018 20:15 - 26.08.2018 20:30,8769,8722
26.08.2018 20:30 - 26.08.2018 20:45,8778,8671
26.08.2018 20:45 - 26.08.2018 21:00,8744,8818
26.08.2018 21:00 - 26.08.2018 21:15,8881,8796
26.08.2018 21:15 - 26.08.2018 21:30,8955,8757
26.08.2018 21:30 - 26.08.2018 21:45,9004,8699
26.08.2018 21:45 - 26.08.2018 22:00,9034,8685
26.08.2018 22:00 - 26.08.2018 22:15,8858,8466
26.08.2018 22:15 - 26.08.2018 22:30,8842,8566
26.08.2018 22:30 - 26.08.2018 22:45,8768,8528
26.08.2018 22:45 - 26.08.2018 23:00,8713,8501
26.08.2018 23:00 - 26.08.2018 23:15,8616,8307
26.08.2018 23:15 - 26.08.2018 23:30,8507,8254
26.08.2018 23:30 - 26.08.2018 23:45,8373,8162
26.08.2018 23:45 - 27.08.2018 00:00,8237,7985
