Time (CET),Day-ahead Total Load Forecast [MW] - Austria (AT),Actual Total Load [MW] - Austria (AT)
10.08.2018 02:00 - 10.08.2018 02:15,4854,5606
10.08.2018 02:15 - 10.08.2018 02:30,4797,5568
10.08.2018 02:30 - 10.08.2018 02:45,4749,5429
10.08.2018 02:45 - 10.08.2018 03:00,4709,5380
10.08.2018 03:00 - 10.08.2018 03:15,4690,5385
10.08.2018 03:15 - 10.08.2018 03:30,4664,5381
10.08.2018 03:30 - 10.08.2018 03:45,4642,5352
10.08.2018 03:45 - 10.08.2018 04:00,4661,5338
10.08.2018 04:00 - 10.08.2018 04:15,4706,5423
10.08.2018 04:15 - 10.08.2018 04:30,4730,5361
10.08.2018 04:30 - 10.08.2018 04:45,4780,5374
10.08.2018 04:45 - 10.08.2018 05:00,4836,5435
10.08.2018 05:00 - 10.08.2018 05:15,4989,5695
10.08.2018 05:15 - 10.08.2018 05:30,5100,5807
10.08.2018 05:30 - 10.08.2018 05:45,5224,5941
10.08.2018 05:45 - 10.08.2018 06:00,5413,6102
10.08.2018 06:00 - 10.08.2018 06:15,5727,6408
10.08.2018 06:15 - 10.08.2018 06:30,5944,6592
10.08.2018 06:30 - 10.08.2018 06:45,6131,6765
10.08.2018 06:45 - 10.08.2018 07:00,6299,6924
10.08.2018 07:00 - 10.08.2018 07:15,6553,7359
10.08.2018 07:15 - 10.08.2018 07:30,6667,7478
10.08.2018 07:30 - 10.08.2018 07:45,6797,7635
10.08.2018 07:45 - 10.08.2018 08:00,6902,7735
10.08.2018 08:00 - 10.08.2018 08:15,7050,7852
10.08.2018 08:15 - 10.08.2018 08:30,7119,7944
10.08.2018 08:30 - 10.08.2018 08:45,7174,8052
10.08.2018 08:45 - 10.08.2018 09:00,7212,8140
10.08.2018 09:00 - 10.08.2018 09:15,7208,8201
10.08.2018 09:15 - 10.08.2018 09:30,7244,8211
10.08.2018 09:30 - 10.08.2018 09:45,7285,8250
10.08.2018 09:45 - 10.08.2018 10:00,7301,8275
10.08.2018 10:00 - 10.08.2018 10:15,7315,8310
10.08.2018 10:15 - 10.08.2018 10:30,7338,8334
10.08.2018 10:30 - 10.08.2018 10:45,7354,8381
10.08.2018 10:45 - 10.08.2018 11:00,7389,8445
10.08.2018 11:00 - 10.08.2018 11:15,7417,8478
10.08.2018 11:15 - 10.08.2018 11:30,7438,8507
10.08.2018 11:30 - 10.08.2018 11:45,7426,8549
10.08.2018 11:45 - 10.08.2018 12:00,7381,8482
10.08.2018 12:00 - 10.08.2018 12:15,7288,8385
10.08.2018 12:15 - 10.08.2018 12:30,7191,8277
10.08.2018 12:30 - 10.08.2018 12:45,7140,8185
10.08.2018 12:45 - 10.08.2018 13:00,7101,8091
10.08.2018 13:00 - 10.08.2018 13:15,7095,8120
10.08.2018 13:15 - 10.08.2018 13:30,7054,8077
10.08.2018 13:30 - 10.08.2018 13:45,7019,7990
10.08.2018 13:45 - 10.08.2018 14:00,6973,7960
10.08.2018 14:00 - 10.08.2018 14:15,6958,7940
10.08.2018 14:15 - 10.08.2018 14:30,6936,7910
10.08.2018 14:30 - 10.08.2018 14:45,6909,7898
10.08.2018 14:45 - 10.08.2018 15:00,6875,7858
10.08.2018 15:00 - 10.08.2018 15:15,6873,7884
10.08.2018 15:15 - 10.08.2018 15:30,6855,7828
10.08.2018 15:30 - 10.08.2018 15:45,6840,7815
10.08.2018 15:45 - 10.08.2018 16:00,6822,7751
10.08.2018 16:00 - 10.08.2018 16:15,6823,7774
10.08.2018 16:15 - 10.08.2018 16:30,6805,7750
10.08.2018 16:30 - 10.08.2018 16:45,6802,7729
10.08.2018 16:45 - 10.08.2018 17:00,6797,7744
10.08.2018 17:00 - 10.08.2018 17:15,6792,7791
10.08.2018 17:15 - 10.08.2018 17:30,6811,7755
10.08.2018 17:30 - 10.08.2018 17:45,6820,7708
10.08.2018 17:45 - 10.08.2018 18:00,6824,7740
10.08.2018 18:00 - 10.08.2018 18:15,6784,7772
10.08.2018 18:15 - 10.08.2018 18:30,6762,7729
10.08.2018 18:30 - 10.08.2018 18:45,6743,7713
10.08.2018 18:45 - 10.08.2018 19:00,6698,7637
10.08.2018 19:00 - 10.08.2018 19:15,6586,7312
10.08.2018 19:15 - 10.08.2018 19:30,6524,7209
10.08.2018 19:30 - 10.08.2018 19:45,6470,7186
10.08.2018 19:45 - 10.08.2018 20:00,6409,7128
10.08.2018 20:00 - 10.08.2018 20:15,6344,7032
10.08.2018 20:15 - 10.08.2018 20:30,6278,6965
10.08.2018 20:30 - 10.08.2018 20:45,6231,6887
10.08.2018 20:45 - 10.08.2018 21:00,6184,6885
10.08.2018 21:00 - 10.08.2018 21:15,6133,6720
10.08.2018 21:15 - 10.08.2018 21:30,6076,6589
10.08.2018 21:30 - 10.08.2018 21:45,5993,6451
10.08.2018 21:45 - 10.08.2018 22:00,5896,6344
10.08.2018 22:00 - 10.08.2018 22:15,5952,6364
10.08.2018 22:15 - 10.08.2018 22:30,5875,6307
10.08.2018 22:30 - 10.08.2018 22:45,5743,6103
10.08.2018 22:45 - 10.08.2018 23:00,5616,5995
10.08.2018 23:00 - 10.08.2018 23:15,5527,5858
10.08.2018 23:15 - 10.08.2018 23:30,5400,5736
10.08.2018 23:30 - 10.08.2018 23:45,5272,5600
10.08.2018 23:45 - 11.08.2018 00:00,5181,5512
11.08.2018 00:00 - 11.08.2018 00:15,5147,5572
11.08.2018 00:15 - 11.08.2018 00:30,5041,5473
11.08.2018 00:30 - 11.08.2018 00:45,4929,5374
11.08.2018 00:45 - 11.08.2018 01:00,4826,5277
11.08.2018 01:00 - 11.08.2018 01:15,4783,5279
11.08.2018 01:15 - 11.08.2018 01:30,4702,5194
11.08.2018 01:30 - 11.08.2018 01:45,4624,5137
11.08.2018 01:45 - 11.08.2018 02:00,4559,5110
11.08.2018 02:00 - 11.08.2018 02:15,4599,5185
11.08.2018 02:15 - 11.08.2018 02:30,4541,5117
11.08.2018 02:30 - 11.08.2018 02:45,4476,5030
11.08.2018 02:45 - 11.08.2018 03:00,4430,5026
11.08.2018 03:00 - 11.08.2018 03:15,4416,4946
11.08.2018 03:15 - 11.08.2018 03:30,4383,4881
11.08.2018 03:30 - 11.08.2018 03:45,4347,4848
11.08.2018 03:45 - 11.08.2018 04:00,4334,4857
11.08.2018 04:00 - 11.08.2018 04:15,4336,4887
11.08.2018 04:15 - 11.08.2018 04:30,4329,4872
11.08.2018 04:30 - 11.08.2018 04:45,4341,4883
11.08.2018 04:45 - 11.08.2018 05:00,4353,4921
11.08.2018 05:00 - 11.08.2018 05:15,4403,5029
11.08.2018 05:15 - 11.08.2018 05:30,4440,5052
11.08.2018 05:30 - 11.08.2018 05:45,4474,5106
11.08.2018 05:45 - 11.08.2018 06:00,4536,5168
11.08.2018 06:00 - 11.08.2018 06:15,4646,5322
11.08.2018 06:15 - 11.08.2018 06:30,4717,5404
11.08.2018 06:30 - 11.08.2018 06:45,4807,5537
11.08.2018 06:45 - 11.08.2018 07:00,4906,5620
11.08.2018 07:00 - 11.08.2018 07:15,5086,5845
11.08.2018 07:15 - 11.08.2018 07:30,5169,5924
11.08.2018 07:30 - 11.08.2018 07:45,5265,6028
11.08.2018 07:45 - 11.08.2018 08:00,5364,6135
11.08.2018 08:00 - 11.08.2018 08:15,5481,6248
11.08.2018 08:15 - 11.08.2018 08:30,5567,6319
11.08.2018 08:30 - 11.08.2018 08:45,5656,6462
11.08.2018 08:45 - 11.08.2018 09:00,5739,6466
11.08.2018 09:00 - 11.08.2018 09:15,5815,6564
11.08.2018 09:15 - 11.08.2018 09:30,5853,6678
11.08.2018 09:30 - 11.08.2018 09:45,5883,6730
11.08.2018 09:45 - 11.08.2018 10:00,5915,6760
11.08.2018 10:00 - 11.08.2018 10:15,5954,6750
11.08.2018 10:15 - 11.08.2018 10:30,5987,6722
11.08.2018 10:30 - 11.08.2018 10:45,6012,6768
11.08.2018 10:45 - 11.08.2018 11:00,6041,6873
11.08.2018 11:00 - 11.08.2018 11:15,6077,6804
11.08.2018 11:15 - 11.08.2018 11:30,6098,6882
11.08.2018 11:30 - 11.08.2018 11:45,6103,6872
11.08.2018 11:45 - 11.08.2018 12:00,6066,6847
11.08.2018 12:00 - 11.08.2018 12:15,6000,6816
11.08.2018 12:15 - 11.08.2018 12:30,5915,6731
11.08.2018 12:30 - 11.08.2018 12:45,5860,6690
11.08.2018 12:45 - 11.08.2018 13:00,5809,6650
11.08.2018 13:00 - 11.08.2018 13:15,5791,6538
11.08.2018 13:15 - 11.08.2018 13:30,5750,6473
11.08.2018 13:30 - 11.08.2018 13:45,5714,6444
11.08.2018 13:45 - 11.08.2018 14:00,5680,6436
11.08.2018 14:00 - 11.08.2018 14:15,5662,6383
11.08.2018 14:15 - 11.08.2018 14:30,5643,6362
11.08.2018 14:30 - 11.08.2018 14:45,5650,6391
11.08.2018 14:45 - 11.08.2018 15:00,5629,6325
11.08.2018 15:00 - 11.08.2018 15:15,5635,6284
11.08.2018 15:15 - 11.08.2018 15:30,5616,6268
11.08.2018 15:30 - 11.08.2018 15:45,5628,6300
11.08.2018 15:45 - 11.08.2018 16:00,5630,6285
11.08.2018 16:00 - 11.08.2018 16:15,5633,6438
11.08.2018 16:15 - 11.08.2018 16:30,5638,6397
11.08.2018 16:30 - 11.08.2018 16:45,5673,6409
11.08.2018 16:45 - 11.08.2018 17:00,5710,6458
11.08.2018 17:00 - 11.08.2018 17:15,5739,6476
11.08.2018 17:15 - 11.08.2018 17:30,5727,6485
11.08.2018 17:30 - 11.08.2018 17:45,5749,6493
11.08.2018 17:45 - 11.08.2018 18:00,5773,6446
11.08.2018 18:00 - 11.08.2018 18:15,5769,6518
11.08.2018 18:15 - 11.08.2018 18:30,5723,6322
11.08.2018 18:30 - 11.08.2018 18:45,5683,6207
11.08.2018 18:45 - 11.08.2018 19:00,5660,6160
11.08.2018 19:00 - 11.08.2018 19:15,5578,6000
11.08.2018 19:15 - 11.08.2018 19:30,5554,5962
11.08.2018 19:30 - 11.08.2018 19:45,5542,5928
11.08.2018 19:45 - 11.08.2018 20:00,5529,5889
11.08.2018 20:00 - 11.08.2018 20:15,5507,5941
11.08.2018 20:15 - 11.08.2018 20:30,5490,5960
11.08.2018 20:30 - 11.08.2018 20:45,5480,5992
11.08.2018 20:45 - 11.08.2018 21:00,5468,5993
11.08.2018 21:00 - 11.08.2018 21:15,5441,5911
11.08.2018 21:15 - 11.08.2018 21:30,5404,5841
11.08.2018 21:30 - 11.08.2018 21:45,5355,5751
11.08.2018 21:45 - 11.08.2018 22:00,5296,5711
11.08.2018 22:00 - 11.08.2018 22:15,5386,5789
11.08.2018 22:15 - 11.08.2018 22:30,5329,5696
11.08.2018 22:30 - 11.08.2018 22:45,5203,5613
11.08.2018 22:45 - 11.08.2018 23:00,5084,5533
11.08.2018 23:00 - 11.08.2018 23:15,5031,5383
11.08.2018 23:15 - 11.08.2018 23:30,4909,5260
11.08.2018 23:30 - 11.08.2018 23:45,4787,5193
11.08.2018 23:45 - 12.08.2018 00:00,4705,5156
12.08.2018 00:00 - 12.08.2018 00:15,4739,5125
12.08.2018 00:15 - 12.08.2018 00:30,4634,5027
12.08.2018 00:30 - 12.08.2018 00:45,4526,4980
12.08.2018 00:45 - 12.08.2018 01:00,4440,4903
12.08.2018 01:00 - 12.08.2018 01:15,4422,4788
12.08.2018 01:15 - 12.08.2018 01:30,4346,4716
12.08.2018 01:30 - 12.08.2018 01:45,4272,4648
12.08.2018 01:45 - 12.08.2018 02:00,4215,4632
12.08.2018 02:00 - 12.08.2018 02:15,4250,4774
12.08.2018 02:15 - 12.08.2018 02:30,4189,4676
12.08.2018 02:30 - 12.08.2018 02:45,4134,4631
12.08.2018 02:45 - 12.08.2018 03:00,4082,4546
12.08.2018 03:00 - 12.08.2018 03:15,4082,4530
12.08.2018 03:15 - 12.08.2018 03:30,4049,4477
12.08.2018 03:30 - 12.08.2018 03:45,4020,4453
12.08.2018 03:45 - 12.08.2018 04:00,3995,4440
12.08.2018 04:00 - 12.08.2018 04:15,4000,4483
12.08.2018 04:15 - 12.08.2018 04:30,3980,4469
12.08.2018 04:30 - 12.08.2018 04:45,3979,4469
12.08.2018 04:45 - 12.08.2018 05:00,3982,4480
12.08.2018 05:00 - 12.08.2018 05:15,4019,4543
12.08.2018 05:15 - 12.08.2018 05:30,4020,4567
12.08.2018 05:30 - 12.08.2018 05:45,4030,4578
12.08.2018 05:45 - 12.08.2018 06:00,4051,4592
12.08.2018 06:00 - 12.08.2018 06:15,4096,4689
12.08.2018 06:15 - 12.08.2018 06:30,4140,4701
12.08.2018 06:30 - 12.08.2018 06:45,4193,4756
12.08.2018 06:45 - 12.08.2018 07:00,4259,4870
12.08.2018 07:00 - 12.08.2018 07:15,4412,5121
12.08.2018 07:15 - 12.08.2018 07:30,4475,5204
12.08.2018 07:30 - 12.08.2018 07:45,4550,5257
12.08.2018 07:45 - 12.08.2018 08:00,4623,5349
12.08.2018 08:00 - 12.08.2018 08:15,4720,5412
12.08.2018 08:15 - 12.08.2018 08:30,4796,5478
12.08.2018 08:30 - 12.08.2018 08:45,4864,5552
12.08.2018 08:45 - 12.08.2018 09:00,4931,5592
12.08.2018 09:00 - 12.08.2018 09:15,5012,5635
12.08.2018 09:15 - 12.08.2018 09:30,5067,5703
12.08.2018 09:30 - 12.08.2018 09:45,5121,5756
12.08.2018 09:45 - 12.08.2018 10:00,5172,5835
12.08.2018 10:00 - 12.08.2018 10:15,5227,5849
12.08.2018 10:15 - 12.08.2018 10:30,5263,5871
12.08.2018 10:30 - 12.08.2018 10:45,5307,5894
12.08.2018 10:45 - 12.08.2018 11:00,5351,5952
12.08.2018 11:00 - 12.08.2018 11:15,5416,5953
12.08.2018 11:15 - 12.08.2018 11:30,5457,5992
12.08.2018 11:30 - 12.08.2018 11:45,5455,5970
12.08.2018 11:45 - 12.08.2018 12:00,5420,5986
12.08.2018 12:00 - 12.08.2018 12:15,5369,5904
12.08.2018 12:15 - 12.08.2018 12:30,5295,5818
12.08.2018 12:30 - 12.08.2018 12:45,5247,5718
12.08.2018 12:45 - 12.08.2018 13:00,5206,5691
12.08.2018 13:00 - 12.08.2018 13:15,5186,5670
12.08.2018 13:15 - 12.08.2018 13:30,5159,5644
12.08.2018 13:30 - 12.08.2018 13:45,5136,5646
12.08.2018 13:45 - 12.08.2018 14:00,5108,5658
12.08.2018 14:00 - 12.08.2018 14:15,5090,5614
12.08.2018 14:15 - 12.08.2018 14:30,5058,5601
12.08.2018 14:30 - 12.08.2018 14:45,5028,5558
12.08.2018 14:45 - 12.08.2018 15:00,5009,5540
12.08.2018 15:00 - 12.08.2018 15:15,5010,5571
12.08.2018 15:15 - 12.08.2018 15:30,4996,5586
12.08.2018 15:30 - 12.08.2018 15:45,5001,5593
12.08.2018 15:45 - 12.08.2018 16:00,5007,5589
12.08.2018 16:00 - 12.08.2018 16:15,5034,5664
12.08.2018 16:15 - 12.08.2018 16:30,5054,5684
12.08.2018 16:30 - 12.08.2018 16:45,5079,5705
12.08.2018 16:45 - 12.08.2018 17:00,5119,5777
12.08.2018 17:00 - 12.08.2018 17:15,5176,5785
12.08.2018 17:15 - 12.08.2018 17:30,5200,5778
12.08.2018 17:30 - 12.08.2018 17:45,5250,5876
12.08.2018 17:45 - 12.08.2018 18:00,5293,5936
12.08.2018 18:00 - 12.08.2018 18:15,5335,5960
12.08.2018 18:15 - 12.08.2018 18:30,5357,6037
12.08.2018 18:30 - 12.08.2018 18:45,5373,6063
12.08.2018 18:45 - 12.08.2018 19:00,5393,6091
12.08.2018 19:00 - 12.08.2018 19:15,5351,5976
12.08.2018 19:15 - 12.08.2018 19:30,5359,5984
12.08.2018 19:30 - 12.08.2018 19:45,5376,5977
12.08.2018 19:45 - 12.08.2018 20:00,5401,5970
12.08.2018 20:00 - 12.08.2018 20:15,5422,6010
12.08.2018 20:15 - 12.08.2018 20:30,5424,6047
12.08.2018 20:30 - 12.08.2018 20:45,5423,6110
12.08.2018 20:45 - 12.08.2018 21:00,5424,6126
12.08.2018 21:00 - 12.08.2018 21:15,5427,6068
12.08.2018 21:15 - 12.08.2018 21:30,5405,6002
12.08.2018 21:30 - 12.08.2018 21:45,5381,5966
12.08.2018 21:45 - 12.08.2018 22:00,5346,5878
12.08.2018 22:00 - 12.08.2018 22:15,5467,5967
12.08.2018 22:15 - 12.08.2018 22:30,5436,5894
12.08.2018 22:30 - 12.08.2018 22:45,5307,5766
12.08.2018 22:45 - 12.08.2018 23:00,5199,5662
12.08.2018 23:00 - 12.08.2018 23:15,5140,5581
12.08.2018 23:15 - 12.08.2018 23:30,5024,5451
12.08.2018 23:30 - 12.08.2018 23:45,4914,5314
12.08.2018 23:45 - 13.08.2018 00:00,4849,5292
13.08.2018 00:00 - 13.08.2018 00:15,4772,5343
13.08.2018 00:15 - 13.08.2018 00:30,4676,5229
13.08.2018 00:30 - 13.08.2018 00:45,4580,5137
13.08.2018 00:45 - 13.08.2018 01:00,4493,5042
13.08.2018 01:00 - 13.08.2018 01:15,4473,4999
13.08.2018 01:15 - 13.08.2018 01:30,4413,4933
13.08.2018 01:30 - 13.08.2018 01:45,4357,4858
13.08.2018 01:45 - 13.08.2018 02:00,4308,4831
13.08.2018 02:00 - 13.08.2018 02:15,4288,4900
13.08.2018 02:15 - 13.08.2018 02:30,4245,4859
13.08.2018 02:30 - 13.08.2018 02:45,4213,4810
13.08.2018 02:45 - 13.08.2018 03:00,4177,4749
13.08.2018 03:00 - 13.08.2018 03:15,4161,4738
13.08.2018 03:15 - 13.08.2018 03:30,4142,4720
13.08.2018 03:30 - 13.08.2018 03:45,4128,4692
13.08.2018 03:45 - 13.08.2018 04:00,4143,4721
13.08.2018 04:00 - 13.08.2018 04:15,4184,4771
13.08.2018 04:15 - 13.08.2018 04:30,4217,4763
13.08.2018 04:30 - 13.08.2018 04:45,4271,4877
13.08.2018 04:45 - 13.08.2018 05:00,4348,4967
13.08.2018 05:00 - 13.08.2018 05:15,4482,5223
13.08.2018 05:15 - 13.08.2018 05:30,4574,5400
13.08.2018 05:30 - 13.08.2018 05:45,4706,5558
13.08.2018 05:45 - 13.08.2018 06:00,4867,5730
13.08.2018 06:00 - 13.08.2018 06:15,5154,6115
13.08.2018 06:15 - 13.08.2018 06:30,5353,6292
13.08.2018 06:30 - 13.08.2018 06:45,5515,6499
13.08.2018 06:45 - 13.08.2018 07:00,5677,6686
13.08.2018 07:00 - 13.08.2018 07:15,5921,7078
13.08.2018 07:15 - 13.08.2018 07:30,6061,7232
13.08.2018 07:30 - 13.08.2018 07:45,6175,7392
13.08.2018 07:45 - 13.08.2018 08:00,6282,7492
13.08.2018 08:00 - 13.08.2018 08:15,6397,7569
13.08.2018 08:15 - 13.08.2018 08:30,6466,7637
13.08.2018 08:30 - 13.08.2018 08:45,6515,7721
13.08.2018 08:45 - 13.08.2018 09:00,6558,7763
13.08.2018 09:00 - 13.08.2018 09:15,6562,7775
13.08.2018 09:15 - 13.08.2018 09:30,6599,7848
13.08.2018 09:30 - 13.08.2018 09:45,6641,7941
13.08.2018 09:45 - 13.08.2018 10:00,6663,7942
13.08.2018 10:00 - 13.08.2018 10:15,6674,7974
13.08.2018 10:15 - 13.08.2018 10:30,6704,8031
13.08.2018 10:30 - 13.08.2018 10:45,6733,8065
13.08.2018 10:45 - 13.08.2018 11:00,6767,8075
13.08.2018 11:00 - 13.08.2018 11:15,6811,8148
13.08.2018 11:15 - 13.08.2018 11:30,6837,8224
13.08.2018 11:30 - 13.08.2018 11:45,6848,8223
13.08.2018 11:45 - 13.08.2018 12:00,6822,8220
13.08.2018 12:00 - 13.08.2018 12:15,6728,8120
13.08.2018 12:15 - 13.08.2018 12:30,6665,8024
13.08.2018 12:30 - 13.08.2018 12:45,6644,8040
13.08.2018 12:45 - 13.08.2018 13:00,6643,8019
13.08.2018 13:00 - 13.08.2018 13:15,6663,8058
13.08.2018 13:15 - 13.08.2018 13:30,6656,8052
13.08.2018 13:30 - 13.08.2018 13:45,6640,8036
13.08.2018 13:45 - 13.08.2018 14:00,6610,7942
13.08.2018 14:00 - 13.08.2018 14:15,6595,7964
13.08.2018 14:15 - 13.08.2018 14:30,6588,7958
13.08.2018 14:30 - 13.08.2018 14:45,6574,7954
13.08.2018 14:45 - 13.08.2018 15:00,6560,7880
13.08.2018 15:00 - 13.08.2018 15:15,6547,7930
13.08.2018 15:15 - 13.08.2018 15:30,6529,7928
13.08.2018 15:30 - 13.08.2018 15:45,6510,7934
13.08.2018 15:45 - 13.08.2018 16:00,6499,7936
13.08.2018 16:00 - 13.08.2018 16:15,6486,7906
13.08.2018 16:15 - 13.08.2018 16:30,6475,7848
13.08.2018 16:30 - 13.08.2018 16:45,6464,7862
13.08.2018 16:45 - 13.08.2018 17:00,6459,7854
13.08.2018 17:00 - 13.08.2018 17:15,6455,7834
13.08.2018 17:15 - 13.08.2018 17:30,6465,7812
13.08.2018 17:30 - 13.08.2018 17:45,6479,7896
13.08.2018 17:45 - 13.08.2018 18:00,6475,7906
13.08.2018 18:00 - 13.08.2018 18:15,6448,7840
13.08.2018 18:15 - 13.08.2018 18:30,6430,7806
13.08.2018 18:30 - 13.08.2018 18:45,6411,7845
13.08.2018 18:45 - 13.08.2018 19:00,6375,7810
13.08.2018 19:00 - 13.08.2018 19:15,6280,7612
13.08.2018 19:15 - 13.08.2018 19:30,6227,7566
13.08.2018 19:30 - 13.08.2018 19:45,6181,7486
13.08.2018 19:45 - 13.08.2018 20:00,6124,7460
13.08.2018 20:00 - 13.08.2018 20:15,6075,7412
13.08.2018 20:15 - 13.08.2018 20:30,6027,7386
13.08.2018 20:30 - 13.08.2018 20:45,5990,7316
13.08.2018 20:45 - 13.08.2018 21:00,5961,7261
13.08.2018 21:00 - 13.08.2018 21:15,5916,7162
13.08.2018 21:15 - 13.08.2018 21:30,5847,7084
13.08.2018 21:30 - 13.08.2018 21:45,5749,6970
13.08.2018 21:45 - 13.08.2018 22:00,5649,6807
13.08.2018 22:00 - 13.08.2018 22:15,5679,6816
13.08.2018 22:15 - 13.08.2018 22:30,5594,6705
13.08.2018 22:30 - 13.08.2018 22:45,5455,6528
13.08.2018 22:45 - 13.08.2018 23:00,5331,6434
13.08.2018 23:00 - 13.08.2018 23:15,5242,6302
13.08.2018 23:15 - 13.08.2018 23:30,5114,6091
13.08.2018 23:30 - 13.08.2018 23:45,4997,5981
13.08.2018 23:45 - 14.08.2018 00:00,4891,5895
14.08.2018 00:00 - 14.08.2018 00:15,4772,5914
14.08.2018 00:15 - 14.08.2018 00:30,4676,5800
14.08.2018 00:30 - 14.08.2018 00:45,4580,5640
14.08.2018 00:45 - 14.08.2018 01:00,4493,5574
14.08.2018 01:00 - 14.08.2018 01:15,4473,5566
14.08.2018 01:15 - 14.08.2018 01:30,4413,5444
14.08.2018 01:30 - 14.08.2018 01:45,4357,5480
14.08.2018 01:45 - 14.08.2018 02:00,4308,5418
14.08.2018 02:00 - 14.08.2018 02:15,4288,5412
14.08.2018 02:15 - 14.08.2018 02:30,4245,5354
14.08.2018 02:30 - 14.08.2018 02:45,4213,5275
14.08.2018 02:45 - 14.08.2018 03:00,4177,5223
14.08.2018 03:00 - 14.08.2018 03:15,4161,5211
14.08.2018 03:15 - 14.08.2018 03:30,4142,5128
14.08.2018 03:30 - 14.08.2018 03:45,4128,5107
14.08.2018 03:45 - 14.08.2018 04:00,4143,5124
14.08.2018 04:00 - 14.08.2018 04:15,4184,5197
14.08.2018 04:15 - 14.08.2018 04:30,4217,5206
14.08.2018 04:30 - 14.08.2018 04:45,4271,5311
14.08.2018 04:45 - 14.08.2018 05:00,4348,5384
14.08.2018 05:00 - 14.08.2018 05:15,4482,5552
14.08.2018 05:15 - 14.08.2018 05:30,4574,5731
14.08.2018 05:30 - 14.08.2018 05:45,4706,5867
14.08.2018 05:45 - 14.08.2018 06:00,4867,5997
14.08.2018 06:00 - 14.08.2018 06:15,5154,6412
14.08.2018 06:15 - 14.08.2018 06:30,5353,6623
14.08.2018 06:30 - 14.08.2018 06:45,5515,6828
14.08.2018 06:45 - 14.08.2018 07:00,5677,6954
14.08.2018 07:00 - 14.08.2018 07:15,5921,7343
14.08.2018 07:15 - 14.08.2018 07:30,6061,7515
14.08.2018 07:30 - 14.08.2018 07:45,6175,7659
14.08.2018 07:45 - 14.08.2018 08:00,6282,7788
14.08.2018 08:00 - 14.08.2018 08:15,6397,7960
14.08.2018 08:15 - 14.08.2018 08:30,6466,8060
14.08.2018 08:30 - 14.08.2018 08:45,6515,8150
14.08.2018 08:45 - 14.08.2018 09:00,6558,8204
14.08.2018 09:00 - 14.08.2018 09:15,6562,8166
14.08.2018 09:15 - 14.08.2018 09:30,6599,8262
14.08.2018 09:30 - 14.08.2018 09:45,6641,8278
14.08.2018 09:45 - 14.08.2018 10:00,6663,8288
14.08.2018 10:00 - 14.08.2018 10:15,6674,8282
14.08.2018 10:15 - 14.08.2018 10:30,6704,8315
14.08.2018 10:30 - 14.08.2018 10:45,6733,8409
14.08.2018 10:45 - 14.08.2018 11:00,6767,8506
14.08.2018 11:00 - 14.08.2018 11:15,6811,8474
14.08.2018 11:15 - 14.08.2018 11:30,6837,8490
14.08.2018 11:30 - 14.08.2018 11:45,6848,8510
14.08.2018 11:45 - 14.08.2018 12:00,6822,8439
14.08.2018 12:00 - 14.08.2018 12:15,6728,8301
14.08.2018 12:15 - 14.08.2018 12:30,6665,8182
14.08.2018 12:30 - 14.08.2018 12:45,6644,8153
14.08.2018 12:45 - 14.08.2018 13:00,6643,8158
14.08.2018 13:00 - 14.08.2018 13:15,6663,8124
14.08.2018 13:15 - 14.08.2018 13:30,6656,8148
14.08.2018 13:30 - 14.08.2018 13:45,6640,8106
14.08.2018 13:45 - 14.08.2018 14:00,6610,8038
14.08.2018 14:00 - 14.08.2018 14:15,6595,8026
14.08.2018 14:15 - 14.08.2018 14:30,6588,7946
14.08.2018 14:30 - 14.08.2018 14:45,6574,7940
14.08.2018 14:45 - 14.08.2018 15:00,6560,7936
14.08.2018 15:00 - 14.08.2018 15:15,6547,7934
14.08.2018 15:15 - 14.08.2018 15:30,6529,7932
14.08.2018 15:30 - 14.08.2018 15:45,6510,7832
14.08.2018 15:45 - 14.08.2018 16:00,6499,7777
14.08.2018 16:00 - 14.08.2018 16:15,6486,7768
14.08.2018 16:15 - 14.08.2018 16:30,6475,7722
14.08.2018 16:30 - 14.08.2018 16:45,6464,7683
14.08.2018 16:45 - 14.08.2018 17:00,6459,7660
14.08.2018 17:00 - 14.08.2018 17:15,6455,7640
14.08.2018 17:15 - 14.08.2018 17:30,6465,7631
14.08.2018 17:30 - 14.08.2018 17:45,6479,7624
14.08.2018 17:45 - 14.08.2018 18:00,6475,7613
14.08.2018 18:00 - 14.08.2018 18:15,6448,7569
14.08.2018 18:15 - 14.08.2018 18:30,6430,7542
14.08.2018 18:30 - 14.08.2018 18:45,6411,7565
14.08.2018 18:45 - 14.08.2018 19:00,6375,7509
14.08.2018 19:00 - 14.08.2018 19:15,6280,7321
14.08.2018 19:15 - 14.08.2018 19:30,6227,7206
14.08.2018 19:30 - 14.08.2018 19:45,6181,7226
14.08.2018 19:45 - 14.08.2018 20:00,6124,7184
14.08.2018 20:00 - 14.08.2018 20:15,6075,7133
14.08.2018 20:15 - 14.08.2018 20:30,6027,7069
14.08.2018 20:30 - 14.08.2018 20:45,5990,7068
14.08.2018 20:45 - 14.08.2018 21:00,5961,7032
14.08.2018 21:00 - 14.08.2018 21:15,5916,6867
14.08.2018 21:15 - 14.08.2018 21:30,5847,6770
14.08.2018 21:30 - 14.08.2018 21:45,5749,6705
14.08.2018 21:45 - 14.08.2018 22:00,5649,6574
